AErathi Berserker	LEG:131
Ashes of the Fallen	SOK:152
Ashes to Ashes	ME3:58
Ashiok's Adept	BNG:59
Ashiok's Erasure	THB:43
Ashiok's Forerunner	THB:277
Ashiok's Skulker	WAR:40
Ashiok, Dream Render	WAR:228
Ashiok, Nightmare Muse	THB:208
Ashiok, Nightmare Weaver	THS:188
Ashiok, Sculptor of Fears	THB:274
Ashling the Pilgrim	LRW:149
Ashling's Prerogative	LRW:150
Ashling, the Extinguisher	EVE:33
Ashmouth Blade	SOI:260
Ashmouth Blade // Neglected Heirloom	SOI:260
Ashmouth Hound	JMP:290
Ashnod's Altar	ME4:181
Ashnod's Battle Gear	ATQ:4
Ashnod's Coupon	ARENA:66
Ashnod's Cylix	ME2:203
Ashnod's Transmogrant	MED:152
Asmira, Holy Avenger	MIR:316
Aspect of Gorgon	JOU:60
Aspect of Hydra	BNG:117
Aspect of Lamprey	THB:85
Aspect of Manticore	THB:127
Aspect of Mongoose	TSP:191
Aspect of Wolf	LEB:93
Asphodel Wanderer	THS:77
Asphyxiate	BNG:60
Aspiring Aeronaut	ORI:46
Assassin's Blade	POR:2
Assassin's Strike	RTR:57
Assassin's Trophy	GRN:152
Assassinate	TSP:95
Assault	TSB:106
Assault // Battery	TSB:106
Assault Formation	JMP:378
Assault Griffin	M12:8
Assault Strobe	SOM:82
Assault Suit	CMA:208
Assault Zeppelid	DIS:103
Assemble	GRN:221
Assemble the Legion	GTC:142
Assemble the Rank and Vile	CN2:2
Assembled Alphas	MBP:160
Assembly Hall	MMQ:286
Assembly-Worker	TSP:248
Assert Authority	MRD:30
Assure	GRN:221
Astral Cornucopia	C16:243
Astral Drift	MH1:3
Astral Slide	VMA:13
Astral Steel	SCG:2
Astrolabe	ME3:189
Astromech Droid	SWS:400
Asylum Visitor	SOI:99
Atalya, Samite Master	INV:4
Atarka Beastbreaker	DTK:174
Atarka Efreet	DTK:128
Atarka Monument	DTK:235
Atarka Pummeler	DTK:129
Atarka's Command	PPRE:161
Atarka, World Render	PPRE:131
Atemsis, All-Seeing	M20:46
Athreos, God of Passage	JOU:146
Athreos, Shroud-Veiled	THB:269
Atog	MRD:86
Atogatog	ODY:286
Atraxa, Praetors' Voice	C16:28
Atris, Oracle of Half-Truths	THB:209
Attendant of Vraska	GRN:271
Attended Healer	ZNR:6
Attended Knight	MM3:1
Attrition	UDS:52
Attune with Aether	KLD:145
Attunement	USG:61
Atzal, Cave of Eternity	RIX:160
Atzocan Archer	XLN:176
Atzocan Seer	RIX:153
Audacious Infiltrator	AER:7
Audacious Thief	M20:84
Auger Spree	RTR:144
Augmenting Automaton	AER:143
Augur il-Vec	FUT:2
Augur of Bolas	WAR:41
Augur of Skulls	FUT:63
Augury Adept	SHM:137
Augury Owl	PCA:14
Auntie's Hovel	LRW:267
Auntie's Snitch	MOR:57
Aura Barbs	BOK:94
Aura Blast	PLS:1
Aura Extraction	ONS:5
Aura Finesse	ROE:54
Aura Flux	ULG:27
Aura Fracture	PCY:2
Aura Gnarlid	ROE:175
Aura Graft	ODY:62
Aura Mutation	INV:232
Aura Shards	INV:233
Aura Thief	UDS:26
Aura of Dominion	CHK:51
Aura of Silence	WTH:123
Auramancer	PCA:2
Auramancer's Guise	PLC:34
Auratog	TSB:2
Auratouched Mage	RAV:1
Aurelia's Fury	GTC:144
Aurelia, Exemplar of Justice	GRN:153
Aurelia, the Warleader	V15:4
Aurification	ONS:6
Auriok Bladewarden	MRD:3
Auriok Champion	5DN:3
Auriok Edgewright	SOM:3
Auriok Glaivemaster	DST:1
Auriok Replica	SOM:138
Auriok Salvagers	MMA:5
Auriok Siege Sled	DST:105
Auriok Steelshaper	MRD:4
Auriok Sunchaser	SOM:4
Auriok Survivors	NPH:3
Auriok Transfixer	MRD:5
Auriok Windwalker	5DN:5
Aurochs	ME2:153
Aurochs Herd	CSP:103
Aurora Champion	BBD:24
Aurora Eidolon	DIS:1
Aurora Griffin	PLS:2
Aurora of Emrakul	EMN:193
Auspicious Ancestor	MIR:207
Auspicious Starrix	IKO:294
Austere Command	LRW:3
Authority of the Consuls	KLD:5
Autochthon Wurm	RAV:191
Autumn Willow	MED:113
Autumn's Veil	M12:164
Autumn-Tail, Kitsune Sage	CHK:28
Autumn-Tail, Kitsune Sage // Kitsune Mystic	CHK:28
Autumnal Gloom	SOI:194
Autumnal Gloom // Ancient of the Equinox	SOI:194
Avacyn's Collar	DKA:145
Avacyn's Judgment	SOI:145
Avacyn's Pilgrim	MM3:119
Avacyn, Angel of Hope	V15:5
Avacyn, Guardian Angel	M15:3
Avacyn, the Purifier	SOI:5
Avacyn, the Purifier // Archangel Avacyn	SOI:5
Avacynian Missionaries	SOI:6
Avacynian Missionaries // Lunarch Inquisitors	SOI:6
Avacynian Priest	ISD:4
Avalanche	ICE:171
Avalanche Riders	ULG:74
Avalanche Tusker	PPRE:91
Avarax	ONS:187
Avarice Amulet	M15:212
Avarice Totem	5DN:104
Avaricious Dragon	ORI:131
Avatar of Discord	PPRE:29
Avatar of Fury	PCY:82
Avatar of Hope	PPRE:11
Avatar of Might	PCY:109
Avatar of Slaughter	CMD:111
Avatar of Will	PCY:30
Avatar of Woe	TSB:37
Avatar of the Resolute	PPRE:162
Aven Archer	ODY:6
Aven Augur	FUT:32
Aven Battle Priest	ORI:6
Aven Brigadier	ONS:7
Aven Cloudchaser	ODY:7
Aven Envoy	LGN:30
Aven Eternal	WAR:42
Aven Farseer	SCG:3
Aven Fateshaper	ONS:69
Aven Fisher	ODY:63
Aven Fleetwing	M12:44
Aven Flock	ODY:8
Aven Fogbringer	JUD:34
Aven Gagglemaster	M21:5
Aven Initiate	AKH:43
Aven Liberator	SCG:4
Aven Mimeomancer	ARB:2
Aven Mindcensor	FUT:18
Aven Redeemer	LGN:3
Aven Reedstalker	HOU:30
Aven Riftwatcher	PLC:1
Aven Sentry	DOM:3
Aven Shrine	ODY:9
Aven Skirmisher	FRF:6
Aven Smokeweaver	ODY:64
Aven Soulgazer	ONS:8
Aven Squire	M13:6
Aven Sunstriker	DTK:5
Aven Surveyor	FRF:31
Aven Tactician	DTK:6
Aven Trailblazer	CON:4
Aven Trooper	TOR:2
Aven Warcraft	JUD:2
Aven Warhawk	LGN:4
Aven Wind Guide	AKH:195
Aven Wind Mage	M19:45
Aven Windreader	ODY:65
Aven of Enduring Hope	HOU:5
Avenger en-Dal	NEM:2
Avenger of Zendikar	WWK:96
Avenging Angel	TPR:6
Avenging Arrow	RTR:4
Avenging Druid	EXO:105
Avian Changeling	MMA:6
Avian Oddity	IKO:42
Aviary Mechanic	KLD:6
Aviation Pioneer	M19:46
Avid Reclaimer	HOU:201
Avizoa	WTH:35
Avoid Fate	TSB:73
Awaken the Ancient	M14:126
Awaken the Bear	KTK:129
Awaken the Erstwhile	RNA:61
Awaken the Sky Tyrant	C15:24
Awakened Amalgam	RIX:175
Awakener Druid	M11:163
Awakening	STH:51
Awakening Zone	ROE:176
Awakening of Vitu-Ghazi	WAR:152
Away	DGM:127
Away // Far	DGM:127
Awe Strike	MRD:6
Awe for the Guilds	DGM:31
Awesome Presence	ALL:34
Awoken Horror	SOI:92
Awoken Horror // Thing in the Ice	SOI:92
Axebane Beast	RNA:121
Axebane Guardian	RTR:115
Axebane Stag	RTR:116
Axegrinder Giant	LRW:151
Axelrod Gunnarson	ME3:143
Axis of Mortality	XLN:3
Ayara, First of Locthwain	ELD:75
Ayesha Tanaka	LEG:260
Ayli, Eternal Pilgrim	OGW:151
Aysen Abbey	HML:137
Aysen Bureaucrats	ME2:6
Aysen Crusader	ME2:7
Aysen Highway	HML:107
Ayula's Influence	MH1:156
Ayula, Queen Among Bears	MH1:155
Ayumi, the Last Visitor	SOK:122
Azami, Lady of Scrolls	CMA:31
Azcanta, The Sunken Ruin	XLN:74
Azcanta, The Sunken Ruin // Search for Azcanta	XLN:74
Azimaet Drake	MIR:53
Azor's Elocutors	RTR:210
Azor's Gateway	RIX:176
Azor, the Lawbringer	RIX:154
Azorius Aethermage	DIS:104
Azorius Arrester	RTR:5
Azorius Chancery	MM2:235
Azorius Charm	RTR:145
Azorius Cluestone	DGM:136
Azorius First-Wing	DIS:105
Azorius Guildgate	RTR:237
Azorius Guildmage	DIS:141
Azorius Herald	DIS:2
Azorius Justiciar	RTR:6
Azorius Keyrune	RTR:225
Azorius Knight-Arbiter	RNA:154
Azorius Locket	RNA:231
Azorius Ploy	DIS:106
Azorius Signet	MM3:215
Azorius Skyguard	RNA:155
Azra Bladeseeker	BBD:55
Azra Oddsmaker	BBD:75
Azra Smokeshaper	MH1:79
Azure Drake	M11:46
Azure Mage	MM3:31
Azusa, Lost but Seeking	M21:372
Back for More	IKO:177
Back from the Brink	ISD:44
Back to Basics	USG:62
Back to Nature	M15:169
Backdraft	LEG:132
Backfire	LEG:47
Backlash	INV:234
Backslide	ONS:70
Backup Plan	CNS:2
Backwoods Survivalists	EMN:150
Bad Deal	M21:89
Bad Moon	TSB:38
Bad River	VMA:290
Badlands	VMA:291
Baffling End	RIX:1
Bag of Holding	M20:222
Baird, Steward of Argive	DOM:4
Bake into a Pie	JMP:201
Baki's Curse	HML:27
Baku Altar	BOK:152
Bala Ged Recovery	ZNR:180
Bala Ged Sanctuary	ZNR:180
Bala Ged Scorpion	ROE:95
Bala Ged Thief	ZEN:79
Balan, Wandering Knight	C17:2
Balance	VMA:14
Balance of Power	PTK:34
Balancing Act	ODY:10
Balduvian Barbarians	ICE:172
Balduvian Bears	ICE:114
Balduvian Conjurer	ME2:40
Balduvian Dead	ME2:79
Balduvian Fallen	CSP:51
Balduvian Frostwaker	CSP:28
Balduvian Horde	MED:86
Balduvian Hydra	ME2:118
Balduvian Rage	CSP:76
Balduvian Shaman	ICE:59
Balduvian Trading Post	ME2:226
Balduvian War-Makers	ALL:97
Balduvian Warlord	CSP:77
Balefire Dragon	ISD:129
Balefire Liege	HOP:97
Baleful Ammit	AKH:79
Baleful Eidolon	THS:78
Baleful Force	VMA:105
Baleful Stare	POR:43
Baleful Strix	VMA:243
Ball Lightning	MED:87
Ballista Charger	KLD:196
Ballista Squad	MMQ:5
Balloon Peddler	MMQ:59
Ballot Broker	CN2:13
Ballynock Cohort	SHM:3
Ballynock Trapper	EVE:2
Ballyrush Banneret	MOR:1
Balm of Restoration	FEM:167
Baloth Cage Trap	ZEN:156
Baloth Gorger	DOM:156
Baloth Null	OGW:152
Baloth Pup	OGW:127
Baloth Woodcrasher	ZEN:157
Balshan Beguiler	ODY:66
Balshan Collaborator	TOR:25
Balshan Griffin	ODY:67
Balthor the Defiled	JUD:61
Balthor the Stout	TOR:91
Balustrade Spy	GTC:57
Bamboozle	ODY:68
Band Together	WAR:153
Bandage	TPR:7
Bane Alley Blackguard	DGM:21
Bane Alley Broker	GTC:145
Bane of Bala Ged	BFZ:1
Bane of Hanweir	ISD:145
Bane of Hanweir // Hanweir Watchkeep	ISD:145
Bane of Progress	CMA:91
Bane of the Living	LGN:60
Banefire	MM2:104
Baneful Omen	ROE:96
Banehound	WAR:77
Baneslayer Angel	V15:6
Banewasp Affliction	ALA:65
Banewhip Punisher	HOU:59
Banish into Fable	ELD:325
Banisher Priest	M14:7
Banishing Knack	EVE:17
Banishing Light	THB:4
Banishing Stroke	MM3:2
Banishment Decree	MBS:3
Bankrupt in Blood	RNA:62
Banners Raised	AVR:127
Banshee	ME3:59
Banshee of the Dread Choir	CMA:47
Banshee's Blade	MRD:144
Bant Battlemage	ALA:5
Bant Charm	ALA:155
Bant Panorama	CMA:241
Bant Sojourners	ARB:125
Bant Sureblade	ARB:143
Bar the Door	DKA:2
Baral's Expertise	AER:29
Baral, Chief of Compliance	AER:28
Barbarian Bully	JUD:79
Barbarian General	PTK:100
Barbarian Guides	ICE:174
Barbarian Horde	PTK:101
Barbarian Lunatic	ODY:175
Barbarian Outcast	TOR:92
Barbarian Riftcutter	RAV:114
Barbarian Ring	ODY:313
Barbary Apes	LEG:90
Barbed Battlegear	SOM:139
Barbed Field	PCY:83
Barbed Foliage	MIR:105
Barbed Lightning	DST:55
Barbed Sextant	ME2:204
Barbed Shocker	TSP:144
Barbed Sliver	TPR:126
Barbed Wire	MMQ:287
Barbed-Back Wurm	MIR:3
Barbtooth Wurm	S99:125
Bargain	S99:7
Bargaining Table	MMQ:288
Barge In	ELD:112
Barging Sergeant	GRN:92
Barishi	WTH:61
Barkhide Mauler	ONS:246
Barkhide Troll	M20:165
Barkshell Blessing	SHM:224
Barktooth Warbeard	ME3:144
Barl's Cage	ME3:190
Baron Sengir	MED:58
Baron Von Count	UST:127
Barony Vampire	M20:85
Barrage Ogre	SOM:83
Barrage Tyrant	PPRE:243
Barrage of Boulders	KTK:100
Barrage of Expendables	M14:127
Barrel Down Sokenzan	SOK:94
Barreling Attack	MIR:157
Barren Glory	FUT:3
Barren Moor	VMA:292
Barrenton Cragtreads	SHM:138
Barrenton Medic	SHM:4
Barricade Breaker	AER:144
Barrier Breach	IKO:145
Barrier of Bones	GRN:61
Barrin's Codex	USG:286
Barrin's Spite	INV:235
Barrin's Unmaking	INV:46
Barrin, Master Wizard	USG:63
Barrin, Tolarian Archmage	M21:45
Barrow Ghoul	WTH:3
Barrow Witches	ELD:77
Bartel Runeaxe	ME3:145
Barter in Blood	MRD:57
Bartered Cow	ELD:6
Bartizan Bats	M20:319
Baru, Fist of Krosa	FUT:142
Basal Sliver	TSP:96
Basal Thrull	MED:59
Basalt Gargoyle	TSP:145
Basalt Golem	MIR:259
Basalt Monolith	ME4:182
Basandra, Battle Seraph	VMA:244
Base Camp	ZNR:257
Bash to Bits	ODY:176
Basilica Bell-Haunt	RNA:156
Basilica Guards	GTC:5
Basilica Screecher	GTC:58
Basilisk Collar	WWK:122
Basking Rootwalla	VMA:196
Basri Ket	M21:7
Basri's Acolyte	M21:8
Basri's Aegis	M21:322
Basri's Lieutenant	M21:9
Basri's Solidarity	M21:289
Basri, Devoted Paladin	M21:320
Bassara Tower Archer	JOU:117
Bastion Enforcer	M20:303
Bastion Inventor	AER:30
Bastion Mastodon	KLD:197
Bastion Protector	C15:1
Bastion of Remembrance	IKO:73
Bathe in Dragonfire	JMP:293
Bathe in Light	RAV:2
Baton of Courage	5DN:105
Baton of Morale	ICE:288
Battalion Foot Soldier	M20:7
Battered Golem	5DN:106
Batterhorn	RTR:87
Battering Craghorn	ONS:188
Battering Krasis	DGM:41
Battering Ram	ATQ:6
Battering Sliver	PLC:95
Battering Wurm	GPT:79
Batterskull	PGPX:10
Battery	TSB:106
Battery // Assault	TSB:106
Battle Brawler	FRF:63
Battle Cry	ICE:229
Battle Display	ELD:292
Battle Frenzy	ICE:175
Battle Hurda	WWK:4
Battle Hymn	AVR:128
Battle Mastery	M15:4
Battle Rampart	ROE:135
Battle Screech	VMA:15
Battle Sliver	M14:128
Battle Squadron	MMQ:174
Battle Strain	ODY:177
Battle at the Bridge	AER:53
Battle of Wits	ODY:69
Battle-Mad Ronin	CHK:156
Battle-Rattle Shaman	ROE:136
Battlefield Forge	ORI:244
Battlefield Medic	ONS:9
Battlefield Percher	NEM:52
Battlefield Promotion	WAR:5
Battlefield Scavenger	AKH:118
Battlefield Scrounger	JUD:106
Battlefield Thaumaturge	JOU:31
Battleflight Eagle	M13:7
Battlefront Krushok	FRF:125
Battlegate Mimic	HOP:98
Battlegrace Angel	MM2:10
Battleground Geist	JMP:139
Battlegrowth	MRD:113
Battletide Alchemist	MOR:2
Battlewand Oak	LRW:197
Battlewise Aven	JUD:4
Battlewise Hoplite	THS:189
Battlewise Valor	THS:1
Batwing Brume	EVE:81
Bay Falcon	MIR:54
Bayou	VMA:293
Bayou Dragonfly	TMP:109
Bazaar Krovod	RTR:7
Bazaar Trademage	MH1:41
Bazaar Trader	WWK:72
Bazaar of Baghdad	VMA:294
Bazaar of Wonders	MIR:55
Beacon Behemoth	CON:78
Beacon Bolt	GRN:154
Beacon Hawk	DIS:3
Beacon of Creation	5DN:82
Beacon of Destiny	LGN:5
Beacon of Destruction	DDS:35
Beacon of Immortality	5DN:6
Beacon of Tomorrows	DDS:2
Beacon of Unrest	HOP:18
Beamsplitter Mage	GRN:155
Beanstalk Giant	ELD:295
Bear Cub	P02:63
Bear Umbra	ROE:177
Bear's Companion	KTK:167
Bearer of Overwhelming Truths	SOI:54
Bearer of Overwhelming Truths // Daring Sleuth	SOI:54
Bearer of Silence	OGW:67
Bearer of the Heavens	JOU:89
Bearscape	ODY:229
Beast Attack	ODY:230
Beast Hunt	ZEN:158
Beast Walkers	HML:108
Beast Whisperer	GRN:123
Beast Within	PCA:57
Beast of Burden	ULG:122
Beastbreaker of Bala Ged	ROE:178
Beastcaller Savant	PPRE:244
Beastmaster Ascension	ZEN:159
Beastmaster's Magemark	GPT:80
Beasts of Bogardan	LEG:133
Beck	DGM:123
Beck // Call	DGM:123
Beckon Apparition	GTC:212
Become Immense	KTK:130
Bedazzle	RNA:221
Bedeck	RNA:221
Bedevil	RNA:157
Bedlam	USG:175
Bedlam Reveler	EMN:118
Bee Sting	POR:83
Beetleback Chief	VMA:150
Beetleform Mage	DGM:54
Befoul	USG:116
Befuddle	M20:47
Beguiler of Wills	DKA:28
Behemoth Sledge	DDH:28
Behemoth's Herald	ALA:124
Behind the Scenes	SOI:100
Behold the Beyond	SOI:101
Belbe's Armor	NEM:126
Belbe's Percher	NEM:53
Belbe's Portal	NEM:127
Belfry Spirit	GPT:2
Belle of the Brawl	ELD:78
Belligerent Brontodon	XLN:218
Belligerent Hatchling	EVE:134
Belligerent Sliver	M15:129
Belligerent Whiptail	BFZ:141
Bellowing Aegisaur	XLN:4
Bellowing Elk	MH1:157
Bellowing Fiend	TMP:2
Bellowing Saddlebrute	KTK:64
Bellowing Tanglewurm	SOM:111
Bellows Lizard	RTR:88
Belltoll Dragon	DTK:46
Belltower Sphinx	RAV:38
Beloved Chaplain	ODY:11
Beloved Princess	ELD:7
Ben-Ben, Akki Hermit	CHK:157
Benalish Cavalry	TSP:4
Benalish Commander	PLC:2
Benalish Emissary	INV:5
Benalish Heralds	INV:6
Benalish Hero	MED:5
Benalish Honor Guard	DOM:5
Benalish Infantry	WTH:124
Benalish Knight	WTH:125
Benalish Lancer	INV:7
Benalish Marshal	DOM:6
Benalish Missionary	WTH:126
Benalish Trapper	VMA:16
Benalish Veteran	M12:10
Bend or Break	INV:137
Beneath the Sands	HOU:111
Benediction of Moons	GPT:3
Benefaction of Rhonas	AKH:156
Benefactor's Draught	C16:21
Benevolent Ancestor	RAV:3
Benevolent Bodyguard	VMA:17
Benevolent Offering	C14:3
Benevolent Unicorn	MIR:208
Benthic Behemoth	TMP:54
Benthic Biomancer	RNA:32
Benthic Djinn	MIR:317
Benthic Explorers	ME3:29
Benthic Giant	THS:41
Benthic Infiltrator	BFZ:55
Benthicore	LRW:53
Bequeathal	EXO:106
Bereavement	USG:117
Berserk	VMA:197
Berserk Murlodont	LGN:117
Berserkers of Blood Ridge	M11:124
Berserkers' Onslaught	DTK:130
Beseech the Queen	V16:1
Besmirch	CN2:49
Bestial Fury	MED:88
Bestial Menace	WWK:97
Betrayal	VIS:26
Betrayal of Flesh	MRD:58
Betrothed of Fire	WTH:89
Bewilder	TSP:49
Beyeen Coast	ZNR:46
Beyeen Veil	ZNR:46
Bident of Thassa	THS:42
Bifurcate	MMQ:230
Big Boa Constrictor	UST:51
Big Game Hunter	PLC:63
Bile Blight	FNMP:171
Bile Urchin	BOK:61
Bind	INV:182
Binding Agony	MIR:4
Binding Grasp	ME2:41
Binding Mummy	AKH:6
Bioessence Hydra	WAR:186
Biogenic Ooze	RNA:122
Biogenic Upgrade	RNA:123
Biomancer's Familiar	RNA:158
Biomantic Mastery	DIS:142
Biomass Mutation	GTC:213
Bioplasm	GPT:81
Biorhythm	ONS:247
Bioshift	GTC:214
Biovisionary	GTC:146
Birchlore Rangers	ONS:248
Bird Maiden	ME4:110
Birds of Paradise	RAV:153
Birthing Boughs	MH1:221
Birthing Hulk	OGW:121
Birthing Pod	NPH:104
Bishop of Binding	RIX:2
Bishop of Rebirth	XLN:5
Bishop of Wings	M20:8
Bishop of the Bloodstained	XLN:91
Bishop's Soldier	XLN:6
Bite of the Black Rose	CNS:26
Biting Rain	SOI:102
Biting Tether	SHM:29
Bitter Feud	C14:32
Bitter Ordeal	FUT:80
Bitter Revelation	KTK:65
Bitterblade Warrior	AKH:157
Bitterblossom	MOR:58
Bitterbow Sharpshooters	HOU:112
Bitterheart Witch	ISD:88
Bituminous Blast	PCA:83
Black Carriage	HML:2
Black Cat	M15:86
Black Knight	MED:60
Black Lotus	VMA:4
Black Mana Battery	LEG:216
Black Market	MMQ:116
Black Oak of Odunos	BNG:62
Black Poplar Shaman	LRW:99
Black Scarab	ICE:230
Black Sun's Zenith	MGDC:7
Black Vise	V10:2
Black Ward	LEB:190
Blackblade Reforged	DOM:211
Blackbloom Bog	ZNR:91
Blackbloom Rogue	ZNR:91
Blackcleave Cliffs	SOM:224
Blackcleave Goblin	SOM:54
Blacklance Paragon	ELD:79
Blackmail	ONS:127
Blade Banish	IKO:4
Blade Instructor	GRN:1
Blade Juggler	RNA:63
Blade Sliver	LGN:88
Blade Splicer	NPH:4
Blade of Selves	C15:51
Blade of the Bloodchief	ZEN:196
Blade of the Sixth Pride	FUT:19
Blade-Tribe Berserkers	SOM:84
Bladeback Sliver	MH1:119
Bladebrand	RNA:64
Bladed Bracers	AVR:213
Bladed Pinions	SOM:140
Bladed Sentinel	MBS:98
Blademane Baku	BOK:95
Blades of Velis Vel	MM2:105
Bladetusk Boar	ZEN:118
Bladewing the Risen	SCG:136
Bladewing's Thrall	SCG:55
Blanchwood Armor	USG:237
Blanchwood Treefolk	USG:238
Blanket of Night	VIS:2
Blaring Captain	BBD:14
Blaring Recruiter	BBD:13
Blasphemous Act	ISD:130
Blast Zone	WAR:244
Blast of Genius	DGM:55
Blasted Landscape	USG:319
Blaster Mage	MMQ:175
Blastfire Bolt	M15:130
Blasting Station	5DN:107
Blastoderm	VMA:198
Blatant Thievery	ONS:71
Blaze	PTK:102
Blaze Commando	DGM:56
Blaze of Glory	ME4:7
Blazethorn Scarecrow	SHM:246
Blazing Archon	RAV:4
Blazing Blade Askari	TSP:146
Blazing Effigy	LEG:134
Blazing Hellhound	ORI:210
Blazing Hope	RIX:3
Blazing Salvo	ODY:178
Blazing Shoal	BOK:96
Blazing Specter	VMA:245
Blazing Torch	ZEN:197
Blazing Volley	IKO:107
Bleak Coven Vampires	SOM:55
Bleeding Edge	WAR:78
Blessed Alliance	EMN:13
Blessed Breath	CHK:1
Blessed Light	DOM:7
Blessed Orator	ODY:12
Blessed Reincarnation	PPRE:163
Blessed Reversal	ULG:2
Blessed Sanctuary	JMP:1
Blessed Spirits	ORI:7
Blessed Wind	PCY:4
Blessed Wine	ICE:231
Blessing	M14:8
Blessing of Belzenlok	DOM:77
Blessing of Leeches	BOK:62
Blessing of the Nephilim	DIS:4
Blessings of Nature	AVR:168
Blight	MED:61
Blight Herder	PPRE:245
Blight Keeper	XLN:92
Blight Mamba	SOM:112
Blight Sickle	SHM:247
Blight-Breath Catoblepas	THB:86
Blightbeetle	M20:87
Blightcaster	ORI:85
Blighted Agent	NPH:29
Blighted Bat	JMP:205
Blighted Cataract	DDT:26
Blighted Fen	FNMP:191
Blighted Gorge	DDT:58
Blighted Shaman	MIR:5
Blighted Steppe	BFZ:232
Blighted Woodland	C17:235
Blightning	MPRP:36
Blightsoil Druid	MOR:59
Blightspeaker	PLC:64
Blightsteel Colossus	MBS:99
Blightwidow	MBS:77
Blind Creeper	5DN:42
Blind Fury	MIR:158
Blind Hunter	GPT:102
Blind Obedience	GTC:6
Blind Phantasm	FUT:49
Blind Seer	INV:47
Blind Zealot	NPH:52
Blind with Anger	CHK:158
Blind-Spot Giant	MMA:105
Blindblast	WAR:114
Blinding Angel	NEM:3
Blinding Beam	MRD:7
Blinding Drone	OGW:41
Blinding Flare	JOU:91
Blinding Fog	XLN:177
Blinding Light	S99:8
Blinding Mage	M11:8
Blinding Powder	BOK:153
Blinding Souleater	NPH:131
Blinding Spray	KTK:32
Blink of an Eye	DOM:46
Blinking Spirit	ICE:232
Blinkmoth Infusion	5DN:25
Blinkmoth Nexus	MMA:220
Blinkmoth Urn	MRD:145
Blinkmoth Well	MRD:279
Blister Beetle	ALA:66
Blistercoil Weird	RTR:211
Blistergrub	SOM:56
Blistering Barrier	MIR:159
Blistering Dieflyn	SHM:82
Blistering Firecat	ONS:189
Blisterpod	BFZ:163
Blisterspit Gremlin	IKO:108
Blisterstick Shaman	MBS:58
Blitz Hellion	ARB:49
Blitz Leech	IKO:74
Blitz of the Thunder-Raptor	IKO:109
Blizzard	ICE:115
Blizzard Elemental	UDS:27
Blizzard Specter	CSP:126
Blizzard Strix	MH1:42
Bloated Toad	ULG:97
Blockade Runner	MMQ:60
Blockbuster	RAV:115
Blood	DGM:128
Blood // Flesh	DGM:128
Blood Artist	JMP:206
Blood Aspirant	THB:128
Blood Bairn	M14:87
Blood Baron of Vizkopa	DGM:57
Blood Beckoning	ZNR:92
Blood Burglar	M20:88
Blood Celebrant	LGN:61
Blood Clock	SOK:153
Blood Crypt	EXP:8
Blood Cultist	ALA:157
Blood Curdle	IKO:75
Blood Divination	M19:86
Blood Feud	DKA:83
Blood Frenzy	TMP:164
Blood Funnel	RAV:77
Blood Glutton	M21:90
Blood Host	M15:87
Blood Hound	MMQ:176
Blood Knight	PLC:115
Blood Lust	ME3:88
Blood Mist	EMN:119
Blood Moon	MMA:106
Blood Oath	MMQ:177
Blood Ogre	MM2:106
Blood Operative	GRN:63
Blood Pet	TMP:3
Blood Price	ZNR:93
Blood Reckoning	M13:81
Blood Rites	CHK:159
Blood Scrivener	DGM:22
Blood Seeker	ZEN:80
Blood Speaker	CHK:103
Blood Sun	RIX:92
Blood Tithe	M11:84
Blood Tribute	ZEN:81
Blood Tyrant	E01:81
Blood Vassal	USG:118
Blood for Bones	M20:89
Blood of the Martyr	DRK:75
Blood-Chin Fanatic	PPRE:164
Blood-Chin Rager	DTK:89
Blood-Cursed Knight	ORI:211
Blood-Toll Harpy	THS:79
Bloodbond March	RAV:192
Bloodbond Vampire	JMP:209
Bloodborn Scoundrels	BBD:45
Bloodbraid Elf	PCA:84
Bloodbriar	EMN:151
Bloodchief Ascension	ZEN:82
Bloodchief's Thirst	ZNR:94
Bloodcrazed Goblin	M11:125
Bloodcrazed Hoplite	JOU:61
Bloodcrazed Neonate	ISD:131
Bloodcrazed Paladin	XLN:93
Bloodcurdler	ODY:116
Bloodcurdling Scream	P02:3
Bloodfell Caves	M21:243
Bloodfire Colossus	DDI:62
Bloodfire Dwarf	APC:56
Bloodfire Enforcers	FRF:93
Bloodfire Expert	KTK:101
Bloodfire Infusion	APC:57
Bloodfire Kavu	DDI:54
Bloodfire Mentor	KTK:102
Bloodflow Connoisseur	AVR:87
Bloodforged War Axe	C17:50
Bloodfray Giant	RTR:89
Bloodghast	ZEN:83
Bloodgift Demon	ISD:89
Bloodhall Ooze	CON:59
Bloodhall Priest	EMN:181
Bloodhaze Wolverine	ELD:113
Bloodhunter Bat	W17:15
Bloodhusk Ritualist	WWK:50
Bloodied Ghost	EVE:83
Bloodletter Quill	RAV:254
Bloodline Keeper	ISD:90
Bloodline Keeper // Lord of Lineage	ISD:90
Bloodline Necromancer	C17:14
Bloodline Shaman	ONS:249
Bloodlord of Vaasgoth	PPRE:50
Bloodlust Inciter	AKH:120
Bloodmad Vampire	SOI:146
Bloodmark Mentor	SHM:83
Bloodmist Infiltrator	RNA:65
Bloodpyre Elemental	ALA:93
Bloodrage Brawler	JMP:296
Bloodrage Vampire	M12:83
Bloodrite Invoker	ROE:97
Bloodrock Cyclops	WTH:90
